split,image_relative_path,label_relative_path,image_width,image_height,image_size_bytes,label_size_bytes,box_count,image_sha256,label_sha256
train,datasets/uae_lp_v2_yolo/images/train/1-21288_jpg.rf.9uvucr8BGr3lwtBbL6Cc.jpg,datasets/uae_lp_v2_yolo/labels/train/1-21288_jpg.rf.9uvucr8BGr3lwtBbL6Cc.txt,1440,1280,173259,38,1,1d9fff1f58440179c6702f83e5016d6def064e1f0686c27a06e54a4ba30da623,5098f36c7a8a0636545d479ef9441f180e1deae9274541c392828def367eafed
train,datasets/uae_lp_v2_yolo/images/train/1-21884_jpg.rf.WtSJBzOPqk7tjlvUU4iX.jpg,datasets/uae_lp_v2_yolo/labels/train/1-21884_jpg.rf.WtSJBzOPqk7tjlvUU4iX.txt,1440,1280,190403,38,1,b43ed607c6f5ce06f38485f246b4f5e9a69e3b8f6816a60fc7d621e72f06c06b,044b7c90776ac21884dff108b08e54b22849db4990396b4595cebb1d6ee1f25a
train,datasets/uae_lp_v2_yolo/images/train/1-21940_jpg.rf.cQlCv6y4zSi2a16ZceH9.jpg,datasets/uae_lp_v2_yolo/labels/train/1-21940_jpg.rf.cQlCv6y4zSi2a16ZceH9.txt,1440,1280,195686,38,1,89494627ca24357a8ee133009773e5399e79cbc5fd80aec21e474dd0d94f0ccb,cc5508b23f1f53adc06360a33fc5e5bfd5bafc2266f02b33ce7a06967186b663
train,datasets/uae_lp_v2_yolo/images/train/1-22221_jpg.rf.eSugcugcpVMhCv1yQsMP.jpg,datasets/uae_lp_v2_yolo/labels/train/1-22221_jpg.rf.eSugcugcpVMhCv1yQsMP.txt,1440,1280,191578,38,1,3a16c6188e8bc6b137f0fd17d9d6bdbdf0db19f18742ad0957616e1f2063130e,9d0fcd9c9a1d27c820a44f01617ea74937353384ae34e601f2046c2f25acd35c
train,datasets/uae_lp_v2_yolo/images/train/1-2224_jpg.rf.iOElPkxN8kLfQs6k9uCZ.jpg,datasets/uae_lp_v2_yolo/labels/train/1-2224_jpg.rf.iOElPkxN8kLfQs6k9uCZ.txt,1440,1280,213014,38,1,8f9139a063dfcb524ce82f48bbaca32557f51ad2be2f002d6a36e1eb46acd765,6fd29222f7abb9a7f437a6f8fe3727a3f14cffb92a2346f35a008e989c4eec2c
train,datasets/uae_lp_v2_yolo/images/train/1-222_jpg.rf.lHRlfJj3Uzb6azN5v5ug.jpg,datasets/uae_lp_v2_yolo/labels/train/1-222_jpg.rf.lHRlfJj3Uzb6azN5v5ug.txt,1440,1280,178397,38,1,c5174406a5f21eefe744783e950bc2dc54a2c38f52131ffc2130b8dfaba885a9,1ea3a79c7c0b516ab07d16af4095734cbf4fb9a54cf2eaa0d790489398bc437f
train,datasets/uae_lp_v2_yolo/images/train/1-22903_jpg.rf.5Ml0XIOj2cYQ9mL6w4aZ.jpg,datasets/uae_lp_v2_yolo/labels/train/1-22903_jpg.rf.5Ml0XIOj2cYQ9mL6w4aZ.txt,1440,1280,129687,38,1,5362d0fd6bd3ea4c5f3bf73d06a4e793bbe2048a0f1d06406f2dac8a9705bdde,eb35dbf000814b5f7d1feb51497779c0a27302ae93dee45f7d23358bd9e583f2
train,datasets/uae_lp_v2_yolo/images/train/1-23525_jpg.rf.inYyxG7W3QKWfq24Vjfi.jpg,datasets/uae_lp_v2_yolo/labels/train/1-23525_jpg.rf.inYyxG7W3QKWfq24Vjfi.txt,1440,1280,242003,38,1,36ee12a9b5b620ba97ae8d0321d94e10fa3e0dcf4de4867f3addfa9922af2a5d,e9cc49e5ed679b272f777174b81885793dcb21defb59526a100355e0c7a33da1
train,datasets/uae_lp_v2_yolo/images/train/1-23819_jpg.rf.IFEEkco2rRfLC4HZ6aSq.jpg,datasets/uae_lp_v2_yolo/labels/train/1-23819_jpg.rf.IFEEkco2rRfLC4HZ6aSq.txt,1440,1280,184743,38,1,27508f3c28fd91583185f14cb9000fc922c4f7cf3190d17865fdbf6033d710b0,ef58fdfd33641ea254f60d0ed6feca93fda9a432bb406de2a2d47d8d252e0907
train,datasets/uae_lp_v2_yolo/images/train/1-249_jpg.rf.MSCC8D3ZbZCb25S87TG2.jpg,datasets/uae_lp_v2_yolo/labels/train/1-249_jpg.rf.MSCC8D3ZbZCb25S87TG2.txt,1440,1280,158648,38,1,23871385e1cdf582e92c416ccf2b6a1ead6281d466b575488ed255625a4f6acc,5a4f84fe278fdb742203f1d181811b33fcb3fc1ba60693a00d26979a58e6ea04
train,datasets/uae_lp_v2_yolo/images/train/1-29100_jpg.rf.yuI9SI8BzRssxjEzLFsM.jpg,datasets/uae_lp_v2_yolo/labels/train/1-29100_jpg.rf.yuI9SI8BzRssxjEzLFsM.txt,1440,1280,209373,76,2,d0c8498000f291baac2c88b0834968e0dd22c753aac65f6acd437c1b9635dca8,28322de8003a3d6e8ef4e0ac5ed633eb303aa3ab472c492b2e477723f45b7188
train,datasets/uae_lp_v2_yolo/images/train/1-30303_jpg.rf.x6qnawAp4YDxbX08pGTc.jpg,datasets/uae_lp_v2_yolo/labels/train/1-30303_jpg.rf.x6qnawAp4YDxbX08pGTc.txt,1440,1280,181316,38,1,485fb13c78e78fddba08a3a5631e25717770e3e2b679319f6d93c3014581f2f7,070e47529028841b6d34dc3b7999ddbfc3bfb817b86b0ca64d6e224a643fd654
train,datasets/uae_lp_v2_yolo/images/train/1-313_jpg.rf.UwV32uYdIIehSuUxe357.jpg,datasets/uae_lp_v2_yolo/labels/train/1-313_jpg.rf.UwV32uYdIIehSuUxe357.txt,1440,1280,168873,38,1,ce085dce262becb64a3d988bed56f35af4106c88d8d9b379f6204db3e78b0d7d,65e6a51a6ec9c2e1e4a3f966618254c829b918ab941050f2142e5ff1fcdd7e9e
train,datasets/uae_lp_v2_yolo/images/train/1-32648_jpg.rf.5JZztjbFOFT197fnvXfb.jpg,datasets/uae_lp_v2_yolo/labels/train/1-32648_jpg.rf.5JZztjbFOFT197fnvXfb.txt,1440,1280,161945,76,2,1e66794d823333ba58968b2dceda6fa0cbfa5b35970d84525c0bcd91dd697854,b76dc8e07f7018e60222a96295083aee32c041d4c348d11c516899ec868e4a11
train,datasets/uae_lp_v2_yolo/images/train/1-32753_jpg.rf.97YAgCqdZs2BOtDGhBlr.jpg,datasets/uae_lp_v2_yolo/labels/train/1-32753_jpg.rf.97YAgCqdZs2BOtDGhBlr.txt,1440,1280,211205,76,2,aa21c779110ce25fb7f9425059a27fca9330f28ffb4ed6375878d486d0748a9d,60bbef814bd52a701bb84fccb3c9738c20a1e8e9dfe57fe224ea5e8f01ace7bf
train,datasets/uae_lp_v2_yolo/images/train/1-328_jpg.rf.fthtJBHlGQYtrPRiP3TZ.jpg,datasets/uae_lp_v2_yolo/labels/train/1-328_jpg.rf.fthtJBHlGQYtrPRiP3TZ.txt,1440,1280,191858,76,2,3c9f2ab354b959124f6315b6171507783778d19d7727bf90947cce23570f6f49,0235a2ad3a06155b0a6cf6421390b6093717d5189e1a4ca6641b628a0df6b0b5
train,datasets/uae_lp_v2_yolo/images/train/1-3427_jpg.rf.rvuTGCojMEOSifSRkHaD.jpg,datasets/uae_lp_v2_yolo/labels/train/1-3427_jpg.rf.rvuTGCojMEOSifSRkHaD.txt,1440,1280,204628,38,1,645fdd6dd789f741c850944390261494015d71f8bf8bf0e1eaf7d6fd62b0fa92,a059b76e70f658be56502ce4eb337cbce60b570cde39768397a0cda1eb90d576
train,datasets/uae_lp_v2_yolo/images/train/1-3434_jpg.rf.GBbJAFqgSedJm8euBuUG.jpg,datasets/uae_lp_v2_yolo/labels/train/1-3434_jpg.rf.GBbJAFqgSedJm8euBuUG.txt,1440,1280,169102,76,2,d5e18c3cbf858cbfa815d680ee690c8a2d3cdfbce86d544dda10663714b03a06,77c47edb4bb3da7de554fcb82a3f0bc6a688518da8f13cef40838e760ddf1bce
train,datasets/uae_lp_v2_yolo/images/train/1-3444_jpg.rf.kAtSEUASKo64blbfJGRU.jpg,datasets/uae_lp_v2_yolo/labels/train/1-3444_jpg.rf.kAtSEUASKo64blbfJGRU.txt,1440,1280,171641,76,2,a921a25d8d7473cd1bee1a8dfb620a4b6674e0a83235c095c21a4924ac621726,8c09267e7cd8e46615b994be262a99b42368b71576cf293e5b50ade9896f3b3e
train,datasets/uae_lp_v2_yolo/images/train/1-34536_jpg.rf.8C8RITfwzb8sqscgTddb.jpg,datasets/uae_lp_v2_yolo/labels/train/1-34536_jpg.rf.8C8RITfwzb8sqscgTddb.txt,1440,1280,188489,38,1,763191c9b3cae00e4fd0056d2b3b1b12296a3b34269dccf9aec702384ee3735f,ffd2d6bc4d85c0e888d204b0a9d0c10c5de96108c48865df4c7edef41a025c31
train,datasets/uae_lp_v2_yolo/images/train/1-36304_jpg.rf.Fkcw1uCGqKFeMTb2hlFm.jpg,datasets/uae_lp_v2_yolo/labels/train/1-36304_jpg.rf.Fkcw1uCGqKFeMTb2hlFm.txt,1440,1280,213136,38,1,9e20ed73f76fcc639327500d9d36447edd49918992697e2271537e5e24863e4e,65d1939f95262dc7dc5d13a754fe6c510dd4a56652aac8ac18b3532bc29e51b1
train,datasets/uae_lp_v2_yolo/images/train/1-37034_jpg.rf.ZiVkEKdzkHD0xF9eNYQH.jpg,datasets/uae_lp_v2_yolo/labels/train/1-37034_jpg.rf.ZiVkEKdzkHD0xF9eNYQH.txt,1440,1280,222020,38,1,744a1fe7511e29a72dccc49ba65ffc5dbde7f739ac391b6c17e4536026b8bff9,730308c5bcdca61431eb980c788397b7588b20d11e8c9693ba0ae1ebf82bfd32
train,datasets/uae_lp_v2_yolo/images/train/1-41096_jpg.rf.GZlQnlSEzPNdWfQ452Mw.jpg,datasets/uae_lp_v2_yolo/labels/train/1-41096_jpg.rf.GZlQnlSEzPNdWfQ452Mw.txt,1440,1280,146934,76,2,014074b2292eff10aef742e889da11cc5f4b391dd15151eb6a6bb02f02c1ed7b,80cf1ac3bbbb448ea23ea5dad50af800181ca2b7883fbadf451eb3e81f2ee21c
train,datasets/uae_lp_v2_yolo/images/train/1-42286_jpg.rf.cFL166hcFew3YrI9fIhR.jpg,datasets/uae_lp_v2_yolo/labels/train/1-42286_jpg.rf.cFL166hcFew3YrI9fIhR.txt,1440,1280,187107,38,1,939446ee5f4b167c2104548ede95ef0384476083703293eeb03565e010dbe041,5bc2a21143f7efe00ce0c419a4d8647a9e22cce10f706f0d8bd033cdd74da0eb
train,datasets/uae_lp_v2_yolo/images/train/1-42394_jpg.rf.mUbepf0rwMNPS5J8iZVq.jpg,datasets/uae_lp_v2_yolo/labels/train/1-42394_jpg.rf.mUbepf0rwMNPS5J8iZVq.txt,1440,1280,164446,76,2,9899d04d016d8f18d35c1a21a111adc9f5e801a73dd01a1d8df4fca07c3000c0,9dbbed2df9830106068e2f0b2580ea30c9d3b4f53c3ff86c1c065ebe38ca5129
train,datasets/uae_lp_v2_yolo/images/train/1-44464_jpg.rf.svY39IZz69Nhd69eZciT.jpg,datasets/uae_lp_v2_yolo/labels/train/1-44464_jpg.rf.svY39IZz69Nhd69eZciT.txt,1440,1280,166853,76,2,2d18aae34826abc4f3caf7f1c44cfd4b4ddfdbe692c440328fe9329f35fe22a3,9fb055cec4715cc515699525822f7b9a6296e9fa51e576e77cbe4e5bdc85c126
train,datasets/uae_lp_v2_yolo/images/train/1-450_jpg.rf.fqmME71jybbVZb6ksSPT.jpg,datasets/uae_lp_v2_yolo/labels/train/1-450_jpg.rf.fqmME71jybbVZb6ksSPT.txt,1440,1280,173197,38,1,21330c22ae3bc24202f8a8bbe9c8a4b28b474840ec0bd997838816dc164058bb,987efc56a39cb8d530f9403e90b31235f911abfe1280e4b82abb7047930172cd
train,datasets/uae_lp_v2_yolo/images/train/1-45550_jpg.rf.v8MNcdVWn2nLrsYMS6wg.jpg,datasets/uae_lp_v2_yolo/labels/train/1-45550_jpg.rf.v8MNcdVWn2nLrsYMS6wg.txt,1440,1280,152914,38,1,66798d4583ba2409043f5acb01a5026eeaba69fb4a7e9901f375741e20ed5d85,8087b8046bbbd1e6577a3c185db3ee36d17f1285fb9bca43da7667a8bc80954b
train,datasets/uae_lp_v2_yolo/images/train/1-4813_jpg.rf.Q2DRVMmPbn8xQVkWmhFA.jpg,datasets/uae_lp_v2_yolo/labels/train/1-4813_jpg.rf.Q2DRVMmPbn8xQVkWmhFA.txt,1440,1280,189499,76,2,ffb4cb3ebd7df988ceae8f8101cc8ff25e360220e717b8ca9d30797d2f109526,479c306cc39e5e160bc9f5370b6dceeed3f1bb4329a41e69c281600c0430f3ed
train,datasets/uae_lp_v2_yolo/images/train/1-486_jpg.rf.K7UXRpr7KT50AZ4ozE6i.jpg,datasets/uae_lp_v2_yolo/labels/train/1-486_jpg.rf.K7UXRpr7KT50AZ4ozE6i.txt,1440,1280,143295,38,1,6a9311388a3776136d896bff4ffc193093e647c5f3144bf2b84ab18285386452,d31c703ee3e3d96e36790a2eef0a5ecb6da3573792eba35e8990db9e7b445c81
train,datasets/uae_lp_v2_yolo/images/train/1-48826_jpg.rf.jDd83ECKXMwzrofuc3ai.jpg,datasets/uae_lp_v2_yolo/labels/train/1-48826_jpg.rf.jDd83ECKXMwzrofuc3ai.txt,1440,1280,147677,38,1,e1996bd453f429b0c14e3087e4e07005ddce70a65ed9b88544617ee0c8fe9761,b44a3e392bf4666b45c5ec95b652ee16da63c384f0ea224a1c4a9f6a8e351ed5
train,datasets/uae_lp_v2_yolo/images/train/1-48872_jpg.rf.6Tah05BI15iMfHhNaPdR.jpg,datasets/uae_lp_v2_yolo/labels/train/1-48872_jpg.rf.6Tah05BI15iMfHhNaPdR.txt,1440,1280,188070,38,1,0bdf8e6171fb6ddda73cba312db178c9a26ea413af1fda6d022cec28d9f20b96,96c1d2f267b77c6bf731174d3918e7a7fe43cc230e6525e8343d45b7309bd96b
train,datasets/uae_lp_v2_yolo/images/train/1-49235_jpg.rf.fGj9rplFn3F80csPKgRf.jpg,datasets/uae_lp_v2_yolo/labels/train/1-49235_jpg.rf.fGj9rplFn3F80csPKgRf.txt,1440,1280,203050,114,3,1c1fccd1969a7784df7ea27ff55630ceeddfbea047627b23c4a978c2918fd10e,5f127b880a492b3da0956daf458b6db36b9b5625c33b5cedbff5ffd3d48d7b3f
train,datasets/uae_lp_v2_yolo/images/train/1-49241_jpg.rf.6oWJpUD1LFjaVNhaNGdR.jpg,datasets/uae_lp_v2_yolo/labels/train/1-49241_jpg.rf.6oWJpUD1LFjaVNhaNGdR.txt,1440,1280,206392,38,1,d3708baec8d7d48a47e474234eb218df9f6f2b68b255e99307632ef41f438a64,706afd6375989b3a2a6a05bc794037119d92823ecfb90b286cb068a63d065207
train,datasets/uae_lp_v2_yolo/images/train/1-50000_jpg.rf.H025zGv7SIjItfUG0763.jpg,datasets/uae_lp_v2_yolo/labels/train/1-50000_jpg.rf.H025zGv7SIjItfUG0763.txt,1440,1280,166053,38,1,3f204cd4cbfb466be4eb7fc0740c4173cc142d8df89419974716f7d33c6ed922,7bda9601ec117507bc2d931223a7b27e37629c1a2d53d54b010c9175694da811
train,datasets/uae_lp_v2_yolo/images/train/1-50913_jpg.rf.tGeuIXHQjb2kHuEnKMa8.jpg,datasets/uae_lp_v2_yolo/labels/train/1-50913_jpg.rf.tGeuIXHQjb2kHuEnKMa8.txt,1440,1280,215541,76,2,5ad454aff4f130a208b462e17ba22146fa77ec2e199e3e406a654da9e20f7132,f0316d6b871cef0fed5ce5aec7b107d782092fddabf3e18c2ad56295a7b766e1
train,datasets/uae_lp_v2_yolo/images/train/1-52017_jpg.rf.PzlBKBvzLcOvdYjWPkVS.jpg,datasets/uae_lp_v2_yolo/labels/train/1-52017_jpg.rf.PzlBKBvzLcOvdYjWPkVS.txt,1440,1280,180132,38,1,e5a54d231ca679470faeec16122fb896d5cf5e983383fa608f48caff107cdc83,edf34e90a2f89b69a02aa2adb1a24c3a2e9ed627151818a6972febb3ca5503f9
train,datasets/uae_lp_v2_yolo/images/train/1-52102_jpg.rf.fgoltdvQwcQKXLozsilD.jpg,datasets/uae_lp_v2_yolo/labels/train/1-52102_jpg.rf.fgoltdvQwcQKXLozsilD.txt,1440,1280,178521,114,3,ac3717a42cbdd1f0ab078e2d833a4125205c67ef69a17a9320e45115f1fa6333,d1e886001d9b4ae6514f4946f6e139faaa75414b47805af302745af1730fd0f7
train,datasets/uae_lp_v2_yolo/images/train/1-53295_jpg.rf.niNeaHuBGBrumMlg7ymb.jpg,datasets/uae_lp_v2_yolo/labels/train/1-53295_jpg.rf.niNeaHuBGBrumMlg7ymb.txt,1440,1280,187699,38,1,81d918b7f8f362b73b5b0d78aab0c8ed90a2bff603017befd85eb53301ef8d3c,a0e019a12d1284618f3f710fb12f715173820f5e4c51adc89fb8314c81a8d802
train,datasets/uae_lp_v2_yolo/images/train/1-54004_jpg.rf.lkSFd8JFLQuqMMEfIMwI.jpg,datasets/uae_lp_v2_yolo/labels/train/1-54004_jpg.rf.lkSFd8JFLQuqMMEfIMwI.txt,1440,1280,212471,38,1,0fb9daaac936adc8cc051d7b7355e844d51f249c0bd1862f506875a81678d89f,43624fb58b1bf1459353554b8c43f190d1d3baaa629f277a1ce0342408f79ae7
train,datasets/uae_lp_v2_yolo/images/train/1-54600_jpg.rf.NPZPzY9fjEaR2PwEaR21.jpg,datasets/uae_lp_v2_yolo/labels/train/1-54600_jpg.rf.NPZPzY9fjEaR2PwEaR21.txt,1440,1280,163534,76,2,8ac5225d196c060f9e870eae6f415e58532ca752534f78986cbd17248587ac06,b30e03843b91f116b164dd76b7978ca61450e530d833b78349bb8539d0d337d1
train,datasets/uae_lp_v2_yolo/images/train/1-54921_jpg.rf.5MGnDrr983tpIlQm14IE.jpg,datasets/uae_lp_v2_yolo/labels/train/1-54921_jpg.rf.5MGnDrr983tpIlQm14IE.txt,1440,1280,169606,38,1,dc5cb5e269a55cbc73ddad9b86bf7345cddfb59d70c35b5180f8433b5e16d5bd,e422eb7bc7058fb0406153b155c9960fba40535b004fcab087117289349256b9
train,datasets/uae_lp_v2_yolo/images/train/1-60002_jpg.rf.loKdlLrS19W1xDqpVkbe.jpg,datasets/uae_lp_v2_yolo/labels/train/1-60002_jpg.rf.loKdlLrS19W1xDqpVkbe.txt,1440,1280,193093,76,2,4801cab24204b0d6a93d3f47f8c0acae6f08eff1e7dea0b6fb200535749c745e,6a52c76bc4a2930505ecca42ebb00c4e0b1a0c0f08860508377c38f8ce9932d9
train,datasets/uae_lp_v2_yolo/images/train/1-600_jpg.rf.ja9AiyqoyPF0IPK2r2jr.jpg,datasets/uae_lp_v2_yolo/labels/train/1-600_jpg.rf.ja9AiyqoyPF0IPK2r2jr.txt,1440,1280,261841,38,1,4187c9fa77aa6c6da6083746dc533a9e9f23493cc4b68c4cd795eae604dad763,5b96a07333c483892a3c485326ea7d97200b8af4dce54437936b82f32bd0688d
train,datasets/uae_lp_v2_yolo/images/train/1-6055_jpg.rf.mxPTmO3iGoGKHgZvlLHz.jpg,datasets/uae_lp_v2_yolo/labels/train/1-6055_jpg.rf.mxPTmO3iGoGKHgZvlLHz.txt,1440,1280,190827,38,1,ced0ef8942d13374ddfcba13a1910fa6cdd2df4ca0aa0a2980e2fb8cd05bb2d5,fe1e495a49409ba0d708bc19331daaad0438c3dc7ab858cedcb7d60e90a5d983
train,datasets/uae_lp_v2_yolo/images/train/1-61964_jpg.rf.EkwBmamy7hVKnjbRPUzw.jpg,datasets/uae_lp_v2_yolo/labels/train/1-61964_jpg.rf.EkwBmamy7hVKnjbRPUzw.txt,1440,1280,189619,76,2,df29fd01a676e1f7a7358d616fa0fc2df422abc3133c072e3300a31cb0ab2bcf,8aec9c0ce92c324b72aad4e4eafe2e89cfdacc1330d5c8f1b1663d8a77d37185
train,datasets/uae_lp_v2_yolo/images/train/1-63326_jpg.rf.784IYBuZuvXZCf1tSSFy.jpg,datasets/uae_lp_v2_yolo/labels/train/1-63326_jpg.rf.784IYBuZuvXZCf1tSSFy.txt,1440,1280,192837,38,1,1a03963b1c2f253ec454d4e8f003ad85eb3c208a35f1b8262e68daa210b2e05b,714244e9d592a724238854ac85290f16dbb4a653e38668d710347a44aacd178e
train,datasets/uae_lp_v2_yolo/images/train/1-63333_jpg.rf.NaXM0Ud4cqMpJRF6bsZL.jpg,datasets/uae_lp_v2_yolo/labels/train/1-63333_jpg.rf.NaXM0Ud4cqMpJRF6bsZL.txt,1440,1280,281063,38,1,27622fa04d8125452770b86ce9f381a81bb40eab1332cf01628437226d1d32db,f4bc0aeba9f089501da3a705f4a8ea6e4509fbc7e43ab7f79483e1b836b00e1f
train,datasets/uae_lp_v2_yolo/images/train/1-64053_jpg.rf.0I3JphlJO92hJboa8Wps.jpg,datasets/uae_lp_v2_yolo/labels/train/1-64053_jpg.rf.0I3JphlJO92hJboa8Wps.txt,1440,1280,173563,38,1,c582b228cbdb5a62d9850c5fdf8bd7b1003b70cbc8e36d5112f05217ba6b2dc2,662fd61a88f885da849dba0083f8743ad7fd18150d22add598d0f89a19d1f8df
train,datasets/uae_lp_v2_yolo/images/train/1-67857_jpg.rf.7LqQDiH8GQ1N4mM5rPhm.jpg,datasets/uae_lp_v2_yolo/labels/train/1-67857_jpg.rf.7LqQDiH8GQ1N4mM5rPhm.txt,1440,1280,170692,38,1,12041c3fff9f8132d0982b664af7fae8814ee2f9435f404053690dfc770e332f,8c1dc34068629d359b9cd73f9616a920e11b379962dc15dcbccbb99eafb77e6a
train,datasets/uae_lp_v2_yolo/images/train/1-67976_jpg.rf.Q47EM68bNz59OBhdcG9f.jpg,datasets/uae_lp_v2_yolo/labels/train/1-67976_jpg.rf.Q47EM68bNz59OBhdcG9f.txt,1440,1280,172961,38,1,6dd4936f4fd62079316edb05ef43db70a0fba5583b4871df58336acee3c62fa4,fb56f30d3e7c3c7917128c7c099e60277ca65547340ed7d263b8a4f8c2935ca6
train,datasets/uae_lp_v2_yolo/images/train/1-6861_jpg.rf.sJlVWk7tdvNZ7KVnHhgP.jpg,datasets/uae_lp_v2_yolo/labels/train/1-6861_jpg.rf.sJlVWk7tdvNZ7KVnHhgP.txt,1440,1280,212141,38,1,dfb1692f00198d8659130419bcdaa4479f0972801aca6bb8828d1a23b0a59e9e,112fb4963ebec48792dad0859363d6fec758161c615b7f88716630d3d1507b35
train,datasets/uae_lp_v2_yolo/images/train/1-69298_jpg.rf.vT7Tr1TqbUq1YBrJpYLM.jpg,datasets/uae_lp_v2_yolo/labels/train/1-69298_jpg.rf.vT7Tr1TqbUq1YBrJpYLM.txt,1440,1280,155279,38,1,8245e516cc1b67dfd343ab44f4ce468fa844b480ba536ecfa12864ec52eee09d,e8b00aaa533477b80903d91f93c2fb91100a37b87ee6cfea65d210cc46e3f656
train,datasets/uae_lp_v2_yolo/images/train/1-69581_jpg.rf.NszvDGRextYlN5MZBiPi.jpg,datasets/uae_lp_v2_yolo/labels/train/1-69581_jpg.rf.NszvDGRextYlN5MZBiPi.txt,1440,1280,197133,76,2,9879dad262d6624634004fddcda25b7378aa8cbe976ae63acb6cdcc21537171b,4c0486f98eccd1b28482474821897cd6ad4761cdbed570ac5b991a9d600fb581
